citric acid,residual sugar,pH,sulphates,alcohol,type
0.34,1.3,3.07,0.55,11.0,0
0.32,14.45,2.96,0.42,9.2,0
0.34,1.6,3.32,0.59,11.5,0
0.22,2.1,3.3,0.49,9.9,1
0.0,4.3,3.45,0.56,11.8,1
0.35,5.4,3.32,0.42,10.2,0
0.45,2.6,3.32,0.79,14.0,1
0.26,9.7,3.08,0.56,12.9,0
0.3,3.4,3.36,0.61,10.5,1
0.34,10.0,3.26,0.6,10.2,0
0.07,1.4,3.17,0.38,10.0,0
0.39,1.9,3.17,0.47,10.0,1
0.34,6.1,3.32,0.58,10.15,0
0.2,8.1,3.2,0.58,9.2,1
0.29,2.0,3.23,0.64,10.4,0
0.07,1.8,3.3,0.58,9.6,1
0.29,2.1,3.4,0.64,9.5,1
0.14,2.1,3.35,0.61,12.1,1
0.25,3.9,3.15,0.57,9.1,1
0.42,1.8,3.18,0.55,11.4,1
0.42,2.3,3.58,0.61,10.5,1
0.49,11.8,3.1,0.34,10.1,0
0.25,2.6,3.46,0.5,11.0,1
0.33,4.0,3.19,0.39,10.6,0
0.18,2.2,2.87,1.36,10.2,1
0.36,6.8,3.49,0.64,10.2,0
0.07,1.4,3.32,0.81,9.6,1
0.0,2.2,3.4,0.58,10.9,1
0.42,7.4,3.22,0.48,9.3,0
0.27,8.6,3.2,0.37,9.9,0
0.39,8.7,3.38,0.53,10.5,0
0.33,2.05,3.26,0.84,11.7,1
0.23,7.9,3.38,0.59,10.9,0
0.34,2.0,3.15,0.53,9.5,1
0.39,1.2,3.16,0.5,10.5,0
0.3,5.4,3.33,0.42,10.8,0
0.03,2.1,3.39,0.47,9.6,1
0.41,4.9,3.27,0.51,9.7,0
0.69,10.2,3.06,0.45,8.6,0
0.31,5.9,3.2,0.43,11.9,0
0.48,2.1,3.03,0.81,9.7,1
0.32,1.6,3.29,0.76,9.6,0
0.29,2.6,3.15,0.5,9.1,1
0.28,8.3,3.16,0.72,10.6,0
0.28,1.9,3.39,0.61,10.0,1
0.14,11.6,3.13,0.51,8.9,0
0.59,0.9,3.05,0.38,9.1,0
0.38,8.0,3.12,0.32,11.5,0
0.39,2.3,3.26,0.54,12.3,0
0.0,2.1,3.54,0.93,10.7,1
0.3,8.4,2.93,0.42,12.3,0
0.56,2.0,3.15,0.73,11.4,1
0.27,5.6,3.27,0.76,9.5,0
0.18,2.1,3.2,0.48,9.8,1
0.52,3.0,3.26,0.88,11.0,1
0.22,2.2,3.26,0.46,9.6,1
0.34,3.6,3.28,0.48,12.1,0
0.23,9.65,3.18,0.53,12.2,0
0.23,16.2,3.26,0.54,9.1,0
0.52,1.9,3.36,0.67,10.4,1
0.14,2.4,3.42,0.6,10.8,1
0.07,2.5,3.38,0.6,11.3,1
0.4,1.6,3.15,0.48,11.9,0
0.24,4.9,3.17,0.49,9.4,0
0.28,2.5,3.22,0.38,12.7,0
0.49,13.6,3.1,0.54,9.4,0
0.39,1.8,3.35,0.69,11.7,1
0.5,12.1,3.04,0.53,8.9,0
0.44,7.1,3.02,0.34,11.1,0
0.56,8.2,2.87,0.68,9.5,0
0.36,11.0,3.44,0.55,9.3,0
0.08,2.1,3.56,0.77,11.1,1
0.27,3.2,3.44,0.53,10.1,0
0.18,11.6,3.14,0.52,9.4,0
0.26,9.25,3.05,0.37,11.4,0
0.42,10.6,3.24,0.53,9.5,0
0.33,1.2,3.46,0.44,11.5,0
0.09,2.0,3.43,0.59,11.5,1
0.26,3.5,3.18,0.47,13.6,0
0.37,13.1,3.18,0.79,10.4,0
0.56,1.7,3.1,0.37,9.2,0
0.44,14.1,3.28,0.75,8.8,0
0.03,1.8,3.35,0.54,10.1,1
0.28,6.5,3.16,0.58,12.6,0
0.56,15.4,3.11,0.49,9.3,0
0.36,11.1,3.14,0.46,10.3,0
0.39,2.6,3.43,0.62,10.7,1
0.26,16.1,3.15,0.5,9.3,0
0.06,2.5,3.51,0.53,9.7,1
0.26,11.7,3.02,0.56,10.5,0
0.17,1.6,3.39,0.48,9.5,1
0.12,4.8,3.16,0.5,9.3,0
0.01,2.3,3.4,0.61,10.9,1
0.53,2.6,3.15,0.65,11.0,1
0.25,5.7,2.82,0.59,13.2,0
0.56,11.2,3.14,0.46,8.7,0
0.48,1.5,3.22,0.64,10.1,1
0.35,1.2,3.33,0.34,9.9,0
0.0,2.4,3.35,0.66,12.7,1
0.32,3.6,3.23,0.46,10.8,0
0.09,1.7,3.54,0.6,11.3,1
0.42,8.0,3.16,0.47,9.1,0
0.49,2.0,3.1,0.53,10.2,0
0.32,8.3,3.21,0.34,9.2,0
0.0,1.4,3.36,0.45,9.5,1
0.14,4.4,2.93,0.45,9.4,0
0.49,5.8,3.2,0.66,12.0,1
0.14,2.5,3.36,0.54,10.1,1
0.39,2.0,3.18,0.62,9.5,1
0.27,9.9,3.34,0.5,9.9,0
0.47,4.5,3.56,0.45,11.2,0
0.28,1.6,3.12,0.4,14.2,0
0.12,1.8,3.38,0.89,11.8,1
0.45,9.1,3.12,0.36,10.1,0
0.26,7.3,3.37,0.49,9.4,1
0.31,15.7,3.26,0.56,9.6,0
0.26,6.8,3.15,0.42,11.0,0
0.0,1.8,3.5,0.44,11.9,1
0.13,2.9,3.17,0.62,9.1,1
1.66,2.1,3.26,0.55,12.2,0
0.73,3.2,3.17,0.66,11.2,1
0.6,2.1,3.2,0.52,9.2,1
0.29,6.9,3.44,0.6,10.5,0
0.22,2.7,3.26,0.57,9.9,1
0.24,1.2,3.05,0.29,10.8,0
0.75,2.8,3.04,0.68,11.4,1
0.68,3.5,3.25,1.08,9.9,1
0.4,1.7,3.24,0.95,13.1333333333333,0
0.36,2.2,3.27,1.01,12.4,1
0.19,6.6,3.16,0.34,10.1,0
0.49,5.6,3.34,0.76,10.5,1
0.41,9.2,3.1,0.38,12.0,0
0.49,3.5,3.19,0.35,11.5,0
0.37,15.4,3.18,0.77,9.0,1
0.28,1.8,3.2,0.64,11.4,0
0.32,13.4,3.12,0.47,8.8,0
0.3,2.0,3.26,0.56,10.2,1
0.33,1.9,3.1,0.46,11.1,0
0.06,1.8,3.37,0.52,9.9,1
0.0,2.2,3.49,0.52,11.6,1
0.22,2.0,3.24,0.37,11.0,0
0.46,3.8,3.19,0.6,11.2,0
0.02,1.6,3.44,0.35,12.2,0
0.1,2.9,3.29,0.55,9.5,1
0.0,2.1,3.5,0.4,10.9,1
0.21,2.2,3.33,0.83,11.1,1
0.27,1.7,3.49,0.71,10.5,0
0.4,2.2,3.27,0.75,12.6,1
0.2,15.6,3.1,0.54,10.6,0
0.3,12.4,3.1,0.47,9.5,0
0.74,2.6,3.2,0.77,10.8,1
0.11,1.8,3.55,0.66,10.9,1
0.42,2.0,3.21,0.8,9.4,1
0.2,14.95,3.37,0.37,10.2,0
0.26,2.0,2.94,0.98,10.2,1
0.2,1.8,3.41,0.53,11.0,0
0.15,2.0,3.29,0.51,9.9,1
0.36,2.3,3.34,0.46,9.4,1
0.5,18.1,2.94,0.64,8.8,0
0.28,4.1,3.31,0.38,11.7,0
0.32,7.6,3.14,0.38,9.0,0
0.26,2.5,3.27,0.6,9.3,1
0.42,2.9,3.3,0.41,11.7,0
0.49,1.8,3.21,0.71,9.3,1
0.48,2.0,3.3,0.71,10.5,1
0.4,1.4,3.07,0.65,10.0333333333333,1
0.24,2.4,3.27,0.56,10.6,0
0.26,8.15,3.06,0.27,13.0,0
0.49,7.0,3.21,0.33,10.0,0
0.23,9.5,3.23,0.42,10.0,0
0.49,2.5,3.36,0.78,11.0,1
0.31,14.5,3.1,0.5,9.2,0
0.27,6.4,3.22,0.27,13.4,0
0.38,2.2,3.13,0.39,10.4,0
0.27,1.9,3.23,0.5,10.9,0
0.24,3.3,3.31,0.44,11.3,0
0.47,2.65,3.24,0.77,12.1,1
0.32,3.6,3.08,0.6,12.5,0
0.34,12.2,3.16,0.37,9.0,0
0.26,9.6,3.13,0.46,10.4,0
0.27,10.7,3.08,0.41,9.0,0
0.6,2.0,3.11,0.97,10.1,1
0.27,1.3,3.27,0.46,9.5,0
0.22,1.8,3.52,0.6,9.5,1
0.3,13.0,3.08,0.67,9.0,0
0.33,1.4,3.29,0.46,10.7,0
0.35,1.0,3.45,0.44,10.0,0
0.03,2.3,3.45,0.63,11.5,1
0.42,12.6,2.99,0.56,9.3,0
0.3,13.7,2.9,0.44,8.7,0
0.2,2.4,3.58,0.67,12.5,1
0.39,1.7,3.14,0.57,11.5,1
0.63,2.3,3.16,0.49,9.5,1
0.24,7.2,3.35,0.6,10.4,0
0.35,1.7,3.32,0.8,11.9,1
0.15,1.8,3.33,0.6,10.5,1
0.53,3.4,3.17,0.84,12.2,1
0.39,2.0,3.15,0.69,11.2,1
0.02,2.1,3.38,0.69,9.5,1
0.06,1.7,3.35,0.48,9.8,1
0.28,1.5,3.32,0.51,10.4,0
0.45,2.5,3.15,0.43,9.4,1
0.19,1.8,3.19,0.93,9.5,1
0.24,2.4,3.09,0.57,9.4,1
0.41,2.0,3.27,0.85,11.7,1
0.49,2.6,3.05,0.74,10.5,1
0.29,1.5,3.15,0.45,11.3,0
0.32,2.2,3.3,0.72,11.0,1
0.48,9.85,2.87,0.29,10.0,0
0.23,2.2,3.21,0.49,10.2,1
0.0,1.8,3.44,0.55,12.3,1
0.07,5.5,3.37,0.68,11.2,1
0.1,2.1,3.26,0.5,9.5,1
0.03,2.3,3.45,0.63,11.5,1
0.27,9.0,3.25,0.53,10.7,0
0.49,2.7,3.23,0.63,11.6,1
0.0,1.7,3.31,0.53,10.0,1
0.26,2.2,3.3,0.43,10.1,1
0.07,1.5,3.16,0.42,10.0,0
0.32,1.8,3.11,0.47,11.1,0
0.02,2.1,3.47,0.67,9.5,1
0.0,2.0,3.61,0.96,9.9,1
0.31,3.0,3.48,0.74,11.6,1
0.45,2.3,3.39,0.62,9.4,1
0.09,2.9,3.46,0.61,10.2,1
0.46,1.4,3.36,0.76,10.1,1
0.27,1.2,3.06,0.46,9.1,0
0.56,3.1,3.21,1.03,11.6,1
0.09,2.0,3.28,0.57,11.8,1
0.32,3.7,3.1,0.67,12.5,0
0.38,2.3,3.39,0.72,11.8,1
0.0,1.8,3.51,0.56,9.4,1
0.18,3.3,3.12,0.51,10.8,0
0.4,1.4,3.25,0.59,11.9,1
0.26,7.3,3.09,0.43,9.0,0
0.38,1.6,3.15,0.65,8.5,1
0.54,2.3,3.17,0.53,12.5,1
0.08,1.8,3.34,0.54,9.2,1
0.58,1.9,3.09,0.63,10.0,1
0.37,1.7,3.35,0.72,12.5,0
0.34,1.0,3.24,0.41,12.2,0
0.3,1.4,3.13,0.33,9.9,0
0.37,1.7,3.0,1.09,9.3,1
0.64,2.2,3.26,0.66,11.7,1
0.0,2.6,3.38,0.56,10.8,1
0.61,11.8,3.11,0.45,8.7,0
0.3,2.0,3.39,0.69,10.9,0
0.3,10.6,3.15,0.45,12.8,0
0.55,2.3,3.17,0.71,9.5,1
0.2,2.4,3.56,0.45,13.0,0
0.35,1.7,3.21,0.54,10.8,0
0.17,1.8,3.49,0.64,10.4,1
0.29,1.6,3.48,0.56,10.5,0
0.27,2.3,3.27,0.55,9.4,1
0.0,6.4,3.3,0.63,9.9,0
0.13,2.0,3.21,0.68,9.9,1
0.33,2.5,3.24,0.71,10.8,1
0.21,2.3,3.4,0.54,10.1,1
0.04,2.3,3.53,0.58,10.8,1
0.3,10.2,2.86,0.46,8.9,0
0.42,2.8,3.28,0.7,9.5,1
0.24,2.7,3.03,0.37,11.5,0
0.49,1.2,3.05,0.28,12.1,0
0.06,2.0,3.67,0.73,9.6,1
0.11,1.4,2.88,0.47,9.7,1
0.31,0.95,2.93,0.32,11.5,0
0.57,2.0,3.28,0.79,10.7,1
0.0,1.9,3.6,0.81,9.9,1
0.1,2.0,3.36,0.48,9.4,1
0.05,0.8,3.36,0.35,9.2,0
0.37,1.2,3.09,0.49,12.7,0
0.24,2.4,3.09,0.57,9.4,1
0.29,11.9,3.02,0.58,10.4,0
0.25,1.3,3.27,0.55,11.4,0
0.28,1.1,3.22,0.69,11.2,0
0.38,1.0,3.21,0.37,11.0,0
0.45,2.4,3.33,0.77,12.0,1
0.23,4.2,2.97,0.7,13.1,0
0.23,1.8,3.28,0.67,9.3,1
0.36,1.8,3.18,0.6,9.5,1
0.36,1.5,3.2,0.54,10.0,0
0.32,13.2,3.27,0.5,9.6,0
0.09,2.3,3.32,0.55,9.0,1
0.29,1.6,3.48,0.56,10.5,0
0.08,9.7,3.37,0.46,8.9,0
0.35,2.8,3.31,0.62,10.8,1
0.49,2.0,3.48,0.64,9.1,1
0.25,7.2,3.08,0.47,8.8,0
0.0,1.6,3.56,0.84,9.4,1
0.45,2.9,3.25,0.6,12.4,0
0.13,7.8,3.23,0.37,9.2,0
0.45,14.3,3.14,0.57,9.1,0
0.22,2.3,3.24,0.54,9.5,1
0.4,11.6,3.1,0.51,9.8,0
0.02,0.8,3.36,0.36,9.3,0
0.42,7.3,3.12,0.49,9.4,0
0.0,10.2,3.44,0.46,12.4,0
0.32,2.2,3.33,0.51,9.5,1
0.18,4.6,3.18,0.4,11.0,0
0.36,2.2,3.33,0.86,12.0,1
0.49,0.9,3.07,0.38,10.4,0
0.22,11.9,3.06,0.58,9.3,0
0.32,2.4,3.28,0.46,12.0,0
0.48,1.7,3.15,0.41,10.3,0
0.42,2.0,3.21,0.8,9.4,1
0.25,1.8,3.0,0.55,11.4,0
0.07,1.2,3.11,0.35,8.7,0
0.14,8.3,3.53,0.51,12.5,0
0.31,2.3,3.24,0.92,11.5,0
0.28,7.9,3.26,0.36,10.0,0
0.12,1.8,3.22,0.59,9.5,1
0.17,2.6,3.4,0.53,9.5,1
0.06,2.0,3.38,0.83,10.3,1
0.31,8.95,3.08,0.54,9.3,0
0.39,1.4,3.25,0.75,11.3,0
0.39,2.0,3.27,0.71,12.5,1
0.22,2.4,3.37,0.62,9.5,1
0.13,17.2,2.96,0.46,9.7,0
0.39,5.2,3.3,0.47,12.4,0
0.28,12.05,3.45,0.45,9.4,0
0.28,8.3,2.96,0.39,12.5,0
0.36,7.4,3.19,0.54,10.6,0
0.38,2.5,3.31,0.7,10.8,1
0.26,7.2,3.12,0.37,9.2,0
0.63,2.3,3.16,0.49,9.5,1
0.06,4.0,3.36,0.67,10.7,1
0.31,2.0,3.23,0.76,11.3,1
0.0,1.4,3.32,0.58,11.4,1
0.38,9.1,2.97,0.3,11.0,0
0.53,2.2,3.02,0.83,10.9,1
0.44,1.6,3.24,0.81,10.8,1
0.23,8.9,3.01,0.58,9.5,0
0.04,1.7,3.33,0.56,10.0,1
0.18,1.9,3.3,0.59,9.0,1
0.37,0.9,2.89,0.44,12.7,1
0.27,4.7,3.12,0.36,12.5,0
0.32,13.2,3.2,0.5,9.6,0
0.42,2.0,3.14,0.79,11.1,1
0.27,17.4,3.2,0.49,10.1,0
0.19,2.2,3.2,0.59,9.2,1
0.36,8.2,3.14,0.41,12.4,0
0.0,2.1,3.59,0.61,10.0,1
0.46,14.7,3.03,0.53,10.3,0
0.31,6.3,3.08,0.49,10.8,0
0.18,2.1,3.52,0.73,9.5,1
0.3,7.8,2.99,0.58,10.0,0
0.2,2.0,3.48,0.62,9.3,1
0.37,1.6,3.29,0.59,11.6,0
0.0,2.4,3.35,0.6,9.3,1
0.07,2.4,3.35,0.54,10.1,1
0.39,2.5,3.16,0.59,9.8,1
0.61,16.2,3.06,0.36,9.2,0
0.34,1.1,3.07,0.72,11.3,0
0.1,2.1,3.23,0.56,10.1,1
0.21,1.0,3.12,0.45,9.4,0
0.49,7.1,3.14,0.41,10.8,0
0.5,2.3,3.5,0.57,9.7,1
0.24,3.3,3.26,0.67,9.6,1
0.45,5.4,3.14,0.34,9.6,0
0.27,10.1,3.31,0.56,10.6,0
0.26,2.4,3.28,0.55,9.4,1
0.51,1.7,3.0,1.17,9.2,1
0.2,1.4,3.11,0.46,10.0,1
0.3,7.8,3.1,0.5,10.1,0
0.33,2.5,3.27,0.78,12.8,1
0.22,11.7,3.1,0.45,10.4,0
0.42,2.2,3.25,0.57,10.4,1
0.24,6.2,3.23,0.62,9.4,0
0.0,1.4,3.45,0.48,12.3,1
0.39,1.9,3.17,0.47,10.0,1
0.4,2.4,3.33,0.7,12.8,1
0.32,1.8,3.36,0.55,12.8,1
0.41,18.75,2.96,0.5,9.1,0
0.21,1.1,2.97,0.42,12.2,0
0.19,7.1,3.26,0.41,9.5,0
0.4,8.7,3.2,0.47,10.4,0
0.0,4.1,3.36,0.53,9.6,1
0.02,2.3,3.55,0.53,9.7,1
0.31,1.7,3.46,0.79,9.3,1
0.17,3.0,3.29,0.55,10.4,1
0.3,4.5,3.3,1.17,10.2,1
0.3,5.5,3.14,0.49,9.6,0
0.34,1.0,2.96,0.5,11.7,0
0.29,14.9,3.03,0.52,9.0,0
0.35,17.8,3.44,0.43,8.9,0
0.12,2.2,3.35,0.65,10.2,1
0.44,1.7,3.18,0.4,12.5,0
0.48,2.1,3.04,1.03,9.3,1
0.4,1.6,3.28,0.44,10.7,0
0.03,1.9,3.37,0.46,10.3,1
0.49,1.8,3.39,0.56,12.4,1
0.06,1.9,3.4,0.69,10.9,1
0.54,2.6,3.1,0.61,10.5,1
0.26,1.6,3.08,0.46,10.5,0
0.65,1.4,3.33,0.62,9.4,0
0.63,2.0,2.99,0.87,10.2,1
0.49,4.7,3.13,0.45,9.9,0
0.4,1.6,3.23,0.7,11.4,0
0.46,7.8,3.2,0.54,9.1,0
0.4,2.5,3.38,0.86,10.5,1
0.12,3.0,3.37,0.7,10.3,1
0.24,2.6,3.21,0.57,9.5,1
0.22,1.8,3.4,0.82,11.2,1
0.11,1.5,3.36,0.79,9.5,1
0.08,2.0,3.4,0.47,10.0,1
0.46,2.2,3.06,0.84,11.4,1
0.25,3.9,3.31,0.58,11.75,0
0.46,1.9,3.1,0.48,10.4,1
0.41,7.0,3.14,0.48,9.4,0
0.09,5.5,3.35,0.49,10.8,1
0.32,4.9,3.38,0.55,11.2,0
0.51,2.0,3.04,0.6,9.3,1
0.32,2.1,3.34,0.82,12.9,1
0.32,3.6,3.28,0.49,11.3,1
0.06,1.8,3.3,0.5,10.55,1
0.55,3.2,3.15,0.89,9.9,1
0.34,12.85,3.44,0.47,9.5,0
0.34,9.2,3.22,0.51,9.1,0
0.49,8.2,3.29,0.6,11.2,0
0.36,1.6,3.21,0.6,10.9,0
0.47,2.4,3.08,0.46,9.5,1
0.24,8.45,3.39,0.57,9.7,0
0.01,2.1,3.41,0.57,11.8,1
0.15,2.1,3.39,0.77,13.4,0
0.47,3.0,3.29,0.76,10.0,0
0.43,2.1,3.17,0.76,10.8,1
0.26,1.7,3.39,0.54,13.5,1
0.32,1.2,3.05,0.54,9.8,0
0.39,1.1,3.32,0.58,9.6,0
0.34,1.2,3.16,0.46,11.2,0
0.25,2.35,3.05,0.41,11.4,0
0.3,12.8,3.0,0.52,9.0,0
0.42,4.4,3.25,0.57,9.6,0
0.0,1.4,3.43,0.58,9.5,1
0.47,2.1,3.15,0.9,11.0,1
0.24,1.7,3.39,0.6,10.6,1
0.26,11.3,3.27,0.78,12.9,0
0.0,2.1,3.71,0.74,14.0,1
0.47,3.6,3.39,0.66,11.0,1
0.27,9.7,2.99,0.36,11.2,0
0.26,1.9,3.26,0.59,9.7,1
0.32,1.3,3.17,0.49,9.5,0
0.23,1.9,3.22,0.65,9.3,1
0.39,2.4,3.31,0.77,12.5,1
0.57,2.3,3.14,0.72,11.1,1
0.08,1.8,3.12,0.49,9.6,1
0.23,2.1,3.36,0.7,10.9,1
0.25,2.6,3.46,0.5,11.0,1
0.3,4.5,3.3,1.17,10.2,1
0.3,8.1,3.12,0.35,10.5,0
0.31,1.6,3.25,0.39,12.0,0
0.26,1.5,3.21,0.62,9.5,0
0.0,1.8,3.47,0.7,9.9,1
0.35,2.9,3.23,0.62,9.4,1
0.32,1.3,3.17,0.42,11.2,0
0.2,11.0,3.16,0.69,9.2,1
0.15,1.5,3.12,0.45,8.8,0
0.2,1.6,3.38,0.57,11.7,1
0.32,0.8,3.27,0.33,10.0,0
0.63,2.8,3.26,0.74,11.2,1
0.49,6.6,3.2,0.27,11.5,0
0.52,5.9,3.14,0.4,11.9,0
0.54,2.5,3.39,0.54,9.2,1
0.23,2.8,3.1,0.56,9.2,1
0.28,1.3,3.46,0.45,9.9,0
0.27,2.1,3.35,0.63,12.0,1
0.39,1.2,3.29,0.52,11.5,1
0.22,2.1,3.29,0.51,9.2,1
0.02,2.3,3.55,0.53,9.7,1
0.34,2.3,3.4,0.64,11.0,1
0.33,2.7,3.31,0.58,10.7,1
0.22,2.3,3.24,0.54,9.5,1
0.37,2.0,3.28,0.61,10.2,0
0.34,2.5,3.22,0.59,12.5,1
0.52,2.1,3.31,0.62,11.3,1
0.23,3.4,3.3,0.65,10.1,1
0.39,1.5,3.47,0.73,10.9,1
0.15,1.8,3.23,0.77,9.5,1
0.02,2.5,3.51,0.71,11.7,1
0.49,3.8,3.27,0.64,12.1,1
0.3,11.8,3.03,0.58,10.4,0
0.29,2.2,3.38,0.43,11.6,0
0.5,11.4,3.23,0.49,10.5,0
0.23,17.3,3.08,0.46,8.8,0
0.28,11.5,3.31,0.45,9.5,0
0.3,6.4,3.29,0.52,10.0,0
0.3,3.5,3.0,0.37,12.0,0
0.26,8.1,3.12,0.49,9.4,0
0.35,1.5,3.27,0.51,10.2,0
0.31,5.8,3.18,0.59,10.5,0
0.25,3.3,3.18,0.5,9.3,0
0.35,1.0,3.31,0.35,10.9,0
0.43,4.5,3.38,0.5,9.9,0
0.29,7.5,3.43,0.38,9.6,0
0.0,2.3,3.44,0.54,9.4,1
0.25,2.3,3.42,0.97,10.6,1
0.02,2.3,3.67,0.8,9.7,1
0.36,5.1,3.14,0.31,12.4,0
0.44,12.4,3.04,0.33,12.0,0
0.5,13.8,3.16,0.75,8.8,1
0.36,13.2,3.01,0.48,9.0,0
0.6,3.0,3.39,0.68,10.6,1
0.56,13.8,3.07,0.58,9.4,0
0.0,1.9,3.34,0.49,9.7,1
0.12,4.8,3.16,0.5,9.3,0
0.34,10.9,3.11,0.34,10.9,0
0.28,2.8,3.21,0.47,13.2,0
0.31,8.8,3.38,0.64,10.1,1
0.57,2.0,3.26,0.53,9.7,1
0.4,1.2,3.21,0.54,10.8,0
0.32,8.8,3.4,0.4,8.8,0
0.01,2.6,3.38,0.62,10.8,1
0.4,4.3,3.09,0.39,11.1,0
0.54,1.5,3.02,0.76,9.9,1
0.44,8.9,3.1,0.48,9.6,0
0.39,3.2,3.38,0.39,11.3,0
0.34,1.8,3.35,0.66,11.1,0
0.35,10.7,2.93,0.49,9.1,0
0.3,2.0,3.19,0.49,11.4,0
0.47,2.2,3.23,0.76,12.0,1
0.29,1.8,3.3,0.92,9.5,1
0.35,2.2,3.25,0.56,9.2,1
0.46,6.1,2.89,0.34,10.9,0
0.49,7.6,3.16,0.47,8.9,0
0.24,6.9,3.15,0.35,10.2,0
0.31,2.2,3.07,0.63,10.5,1
0.39,1.8,3.09,0.75,12.6,0
0.52,2.3,3.35,0.61,11.3,1
0.31,0.9,3.22,0.77,9.5,0
0.41,2.2,2.96,0.44,10.0,0
0.49,2.6,3.34,0.75,8.7,1
0.32,9.6,3.35,0.49,9.4,0
0.12,1.8,3.42,0.48,10.4,0
0.33,3.3,3.36,0.62,12.2,1
0.31,2.7,3.46,0.57,10.5,0
0.67,3.0,3.02,0.93,12.0,1
0.27,3.8,3.24,0.45,9.3,1
0.3,1.8,3.24,0.48,11.0,0
0.34,1.0,3.27,0.66,10.0,0
0.37,1.2,3.18,0.63,10.8,0
0.31,2.25,3.33,0.54,9.8,1
0.46,10.5,2.89,0.3,10.1,0
0.52,2.0,3.21,0.69,9.3,1
0.0,3.0,3.43,0.46,10.0,1
0.23,3.1,3.28,0.59,9.7,1
0.08,4.0,3.25,0.51,9.4,1
0.17,2.9,3.09,0.52,9.3,1
0.49,3.3,3.32,0.91,11.0,1
0.32,2.3,3.25,0.48,9.4,1
0.03,1.2,3.22,0.54,9.1,0
0.51,15.3,3.09,0.51,9.1,0
0.29,7.6,3.15,0.65,12.8,0
0.46,2.1,3.27,0.74,12.3,1
0.39,11.9,3.26,0.51,8.9,0
0.33,1.0,3.42,0.51,10.5,0
0.3,1.8,3.42,0.59,9.5,1
0.0,1.9,3.51,0.56,9.4,1
0.54,2.1,3.33,0.57,10.3,1
0.36,4.9,3.15,0.49,9.7,0
0.21,2.2,3.28,0.55,9.7,1
0.3,8.1,2.94,0.36,11.8,0
0.04,2.0,3.22,0.44,9.6,1
0.51,1.8,3.04,1.08,9.2,1
0.2,11.4,2.96,0.51,9.7,0
0.3,2.3,3.13,0.52,12.8,0
0.18,2.7,3.29,0.48,9.2,1
0.26,6.3,3.06,0.58,9.9,0
0.66,10.2,2.98,0.43,10.4,0
0.2,1.9,3.39,0.43,9.05,1
0.28,2.1,3.42,0.74,9.2,1
0.0,2.1,3.42,0.55,11.5,1
0.36,2.0,3.31,0.57,10.4,1
0.36,2.3,3.34,0.46,9.4,1
0.28,2.6,3.28,0.51,9.8,1
0.2,7.6,3.22,0.48,9.5,0
0.49,2.5,3.36,0.78,11.0,1
0.03,1.5,3.53,0.57,10.6,1
0.3,7.1,3.06,0.34,9.2,0
0.06,1.0,2.97,0.29,10.8,0
0.35,12.5,3.17,0.29,11.6,0
0.24,2.4,3.47,0.66,9.6,1
0.32,7.6,3.45,0.54,9.7,0
0.18,7.5,3.14,0.41,8.9,0
0.36,7.0,3.26,0.37,11.2,0
0.37,1.1,3.4,0.58,10.5,0
0.26,1.7,3.19,0.81,11.9,0
0.74,1.0,3.13,0.55,10.2,0
0.11,2.6,3.21,0.57,10.0,1
0.66,5.8,3.07,0.73,10.0,1
0.24,3.4,3.27,0.61,9.4,1
0.3,1.3,2.99,0.73,10.3,0
0.01,2.3,3.32,0.51,11.8,1
0.02,7.9,3.47,0.53,9.9,1
0.31,1.4,3.16,0.53,10.0,0
0.26,2.0,3.15,0.57,9.4,1
0.2,1.5,3.16,1.12,9.1,1
0.37,1.1,3.39,0.48,12.7,0
0.24,10.3,3.12,0.5,10.6,0
0.27,11.2,2.99,0.59,9.3,0
0.39,1.1,3.23,0.53,10.3,0
0.6,4.0,2.92,0.59,10.4,0
0.48,2.7,3.21,0.87,11.3,1
0.28,1.8,3.13,0.37,9.6,0
0.09,1.7,3.45,0.54,11.2,1
0.37,1.1,3.16,0.48,12.0,0
0.29,11.3,3.14,0.56,9.5,0
0.39,12.4,3.16,0.39,9.4,0
0.26,14.7,2.99,0.69,9.4,0
0.49,1.1,3.15,0.54,11.1,0
0.26,5.1,3.15,0.41,9.2,0
0.31,7.35,3.06,0.31,10.8,0
0.37,1.6,3.23,0.58,11.1,1
0.43,7.1,3.09,0.45,9.4,0
0.52,2.2,3.1,0.56,9.0,1
0.19,7.7,3.22,0.48,9.5,0
0.36,9.2,3.31,0.56,9.4,0
0.16,1.9,3.38,0.62,9.5,1
0.29,4.9,3.08,0.48,13.0,0
0.27,0.9,3.5,0.39,11.2,0
0.18,7.0,3.38,0.77,9.4,1
0.25,2.6,3.37,0.58,10.5,1
0.0,3.0,3.45,0.63,10.3,1
0.42,7.1,3.2,0.53,9.5,0
0.15,2.1,3.9,0.56,13.1,1
0.27,10.9,3.24,0.47,10.0,0
0.29,13.65,3.0,0.6,9.5,0
0.64,13.2,3.05,0.39,9.2,0
0.47,1.1,3.21,0.42,10.9,0
0.33,1.2,3.02,0.58,11.3,0
0.76,4.2,3.22,0.6,13.0,1
0.29,13.7,3.17,0.38,10.6,0
0.32,13.4,3.12,0.47,8.8,0
0.0,2.2,3.25,0.5,9.8,1
0.26,1.1,3.14,0.38,11.5,0
